locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKNNEFFE_01532	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
FKNNEFFE_01533	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
FKNNEFFE_01534	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
FKNNEFFE_01535	CDS	654	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
FKNNEFFE_01536	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
FKNNEFFE_01537	CDS	1167	ynjB		COG4134	Protein YnjB
FKNNEFFE_01538	CDS	549				hypothetical protein
FKNNEFFE_01539	CDS	705	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
FKNNEFFE_01540	CDS	678				hypothetical protein
FKNNEFFE_01541	CDS	711	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
FKNNEFFE_01542	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
FKNNEFFE_01543	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
FKNNEFFE_01544	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
FKNNEFFE_01545	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
FKNNEFFE_01546	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
FKNNEFFE_01547	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
FKNNEFFE_01548	CDS	486	spy		COG3678	Periplasmic chaperone Spy
FKNNEFFE_01549	CDS	576	ves		COG3758	Protein Ves
FKNNEFFE_01550	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
FKNNEFFE_01551	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
FKNNEFFE_01552	CDS	339	osmE		COG2913	Osmotically-inducible putative lipoprotein OsmE
FKNNEFFE_01553	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
FKNNEFFE_01554	CDS	1359	chbC_1		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
FKNNEFFE_01555	CDS	351	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
FKNNEFFE_01556	CDS	840	chbR		COG1917	HTH-type transcriptional regulator ChbR
FKNNEFFE_01557	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
FKNNEFFE_01558	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
FKNNEFFE_01559	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
FKNNEFFE_01560	CDS	243	cedA			Cell division activator CedA
FKNNEFFE_01561	CDS	369				hypothetical protein
FKNNEFFE_01562	CDS	981			COG3039	IS5 family transposase ISKpn26
FKNNEFFE_01563	CDS	237				hypothetical protein
FKNNEFFE_01564	CDS	1392	tcyP		COG1823	L-cystine transporter TcyP
FKNNEFFE_01565	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
FKNNEFFE_01566	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
FKNNEFFE_01567	CDS	537				hypothetical protein
FKNNEFFE_01568	CDS	861		2.7.1.-	COG3001	putative ketoamine kinase
FKNNEFFE_01569	CDS	291				hypothetical protein
FKNNEFFE_01570	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
FKNNEFFE_01571	CDS	759				hypothetical protein
FKNNEFFE_01572	CDS	108	yniD			putative protein YniD
FKNNEFFE_01573	CDS	681				hypothetical protein
FKNNEFFE_01574	CDS	1116				hypothetical protein
FKNNEFFE_01575	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
FKNNEFFE_01576	CDS	435	infC		COG0290	Translation initiation factor IF-3
FKNNEFFE_01577	CDS	198	rpmI		COG0291	Large ribosomal subunit protein bL35
FKNNEFFE_01578	CDS	357	rplT		COG0292	Large ribosomal subunit protein bL20
FKNNEFFE_01579	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
FKNNEFFE_01580	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
FKNNEFFE_01581	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
FKNNEFFE_01582	CDS	141				hypothetical protein
FKNNEFFE_01583	CDS	261				hypothetical protein
FKNNEFFE_01584	CDS	981			COG3039	IS5 family transposase ISKpn26
FKNNEFFE_01585	CDS	1170				hypothetical protein
FKNNEFFE_01586	CDS	1110				hypothetical protein
FKNNEFFE_01587	CDS	1185	gpFI			Putative prophage major tail sheath protein
FKNNEFFE_01588	CDS	513				hypothetical protein
FKNNEFFE_01589	CDS	366				hypothetical protein
FKNNEFFE_01590	CDS	2808				hypothetical protein
FKNNEFFE_01591	CDS	489				hypothetical protein
FKNNEFFE_01592	CDS	573	cysE_2	2.3.1.30		Serine acetyltransferase
FKNNEFFE_01593	CDS	579	tfaE_1		COG2110	Prophage tail fiber assembly protein TfaE
FKNNEFFE_01594	CDS	2133				hypothetical protein
FKNNEFFE_01595	CDS	531				hypothetical protein
FKNNEFFE_01596	CDS	897				hypothetical protein
FKNNEFFE_01597	CDS	351				hypothetical protein
FKNNEFFE_01598	CDS	582				hypothetical protein
FKNNEFFE_01599	CDS	645				hypothetical protein
FKNNEFFE_01600	CDS	468				hypothetical protein
FKNNEFFE_01601	CDS	1881				hypothetical protein
FKNNEFFE_01602	CDS	408				hypothetical protein
FKNNEFFE_01603	CDS	393				hypothetical protein
FKNNEFFE_01604	CDS	324				hypothetical protein
FKNNEFFE_01605	CDS	201				hypothetical protein
FKNNEFFE_01606	CDS	495				hypothetical protein
FKNNEFFE_01607	CDS	801				hypothetical protein
FKNNEFFE_01608	CDS	1053				hypothetical protein
FKNNEFFE_01609	CDS	837				hypothetical protein
FKNNEFFE_01610	CDS	1752				hypothetical protein
FKNNEFFE_01611	CDS	1047				hypothetical protein
FKNNEFFE_01612	CDS	264				hypothetical protein
FKNNEFFE_01613	CDS	432				hypothetical protein
FKNNEFFE_01614	CDS	315				hypothetical protein
FKNNEFFE_01615	CDS	960	parM_1			Plasmid segregation protein ParM
FKNNEFFE_01616	CDS	2841				hypothetical protein
FKNNEFFE_01617	CDS	390				hypothetical protein
FKNNEFFE_01618	CDS	231				hypothetical protein
FKNNEFFE_01619	CDS	300				hypothetical protein
FKNNEFFE_01620	CDS	246				hypothetical protein
FKNNEFFE_01621	CDS	204				hypothetical protein
FKNNEFFE_01622	CDS	321				hypothetical protein
FKNNEFFE_01623	CDS	114				hypothetical protein
FKNNEFFE_01624	CDS	243				hypothetical protein
FKNNEFFE_01625	CDS	288				hypothetical protein
FKNNEFFE_01626	CDS	339				hypothetical protein
FKNNEFFE_01627	CDS	279				hypothetical protein
FKNNEFFE_01628	CDS	312				hypothetical protein
FKNNEFFE_01629	CDS	936	xerC_1			Tyrosine recombinase XerC
FKNNEFFE_01630	CDS	396				hypothetical protein
FKNNEFFE_01631	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
FKNNEFFE_01632	CDS	552	btuE	1.11.1.24	COG0386	Thioredoxin/glutathione peroxidase BtuE
FKNNEFFE_01633	CDS	750	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
FKNNEFFE_01634	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
FKNNEFFE_01635	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
FKNNEFFE_01636	CDS	1437	selO	2.7.7.-	COG0397	Protein nucleotidyltransferase SelO
FKNNEFFE_01637	CDS	192	ydiE		COG4256	putative protein YdiE
FKNNEFFE_01638	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
FKNNEFFE_01639	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
FKNNEFFE_01640	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
FKNNEFFE_01641	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
FKNNEFFE_01642	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
FKNNEFFE_01643	CDS	1290		1.5.5.1		Electron transfer flavoprotein-ubiquinone oxidoreductase
FKNNEFFE_01644	CDS	939	fixB_1		COG2025	Protein FixB
FKNNEFFE_01645	CDS	765	fixA_1		COG2086	Protein FixA
FKNNEFFE_01646	CDS	177				hypothetical protein
FKNNEFFE_01647	CDS	912	rhaS_2			HTH-type transcriptional activator RhaS
FKNNEFFE_01648	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
FKNNEFFE_01649	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
FKNNEFFE_01650	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
FKNNEFFE_01651	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
FKNNEFFE_01652	CDS	1266	ydiN		COG2271	Inner membrane transport protein YdiN
FKNNEFFE_01653	CDS	1215	ydiM		COG0738	Inner membrane transport protein YdiM
FKNNEFFE_01654	CDS	357				hypothetical protein
FKNNEFFE_01655	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
FKNNEFFE_01656	CDS	3057	ydiJ	1.1.99.39	COG0247	D-2-hydroxyglutarate dehydrogenase
FKNNEFFE_01657	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FKNNEFFE_01658	CDS	189				hypothetical protein
FKNNEFFE_01659	CDS	369	sufA		COG0316	Iron-sulfur cluster assembly protein SufA
FKNNEFFE_01660	CDS	1488	sufB		COG0719	Iron-sulfur cluster assembly protein SufB
FKNNEFFE_01661	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
FKNNEFFE_01662	CDS	1272	sufD		COG0719	Iron-sulfur cluster assembly protein SufD
FKNNEFFE_01663	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
FKNNEFFE_01664	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
FKNNEFFE_01665	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
FKNNEFFE_01666	CDS	237	lpp		COG4238	Major outer membrane lipoprotein Lpp
FKNNEFFE_01667	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
FKNNEFFE_01668	CDS	210	fumD	4.2.1.2		Fumarase D
FKNNEFFE_01669	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
FKNNEFFE_01670	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
FKNNEFFE_01671	CDS	639	ydhW			putative protein YdhW
FKNNEFFE_01672	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
FKNNEFFE_01673	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
FKNNEFFE_01674	CDS	765	ydhT			putative protein YdhT
FKNNEFFE_01675	CDS	1605				hypothetical protein
FKNNEFFE_01676	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
FKNNEFFE_01677	tRNA	77				tRNA-Val(gac)
FKNNEFFE_01678	tRNA	77				tRNA-Val(gac)
FKNNEFFE_01679	CDS	1257	CRAC			Autotransporter CRAC
FKNNEFFE_01680	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
FKNNEFFE_01681	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
FKNNEFFE_01682	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
FKNNEFFE_01683	CDS	1212	punC		COG2814	Purine nucleoside transporter
FKNNEFFE_01684	CDS	933	punR		COG0583	HTH-type transcriptional regulator PunR
FKNNEFFE_01685	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
FKNNEFFE_01686	CDS	90	ynhF			putative protein YnhF
FKNNEFFE_01687	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
FKNNEFFE_01688	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
FKNNEFFE_01689	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
FKNNEFFE_01690	CDS	348	grxD		COG0278	Glutaredoxin 4
FKNNEFFE_01691	CDS	4617	lhr	3.2.2.27	COG1201	Lhr helicase/uracil glycosylase
FKNNEFFE_01692	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
FKNNEFFE_01693	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
FKNNEFFE_01694	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
FKNNEFFE_01695	CDS	600	nemR		COG1309	HTH-type transcriptional repressor NemR
FKNNEFFE_01696	CDS	240				hypothetical protein
FKNNEFFE_01697	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
FKNNEFFE_01698	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
FKNNEFFE_01699	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
FKNNEFFE_01700	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
FKNNEFFE_01701	CDS	237				hypothetical protein
FKNNEFFE_01702	CDS	435	slyA			Transcriptional regulator SlyA
FKNNEFFE_01703	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
FKNNEFFE_01704	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
FKNNEFFE_01705	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
FKNNEFFE_01706	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
FKNNEFFE_01707	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
FKNNEFFE_01708	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
FKNNEFFE_01709	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
FKNNEFFE_01710	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
FKNNEFFE_01711	CDS	201				hypothetical protein
FKNNEFFE_01712	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
FKNNEFFE_01713	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
FKNNEFFE_01714	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
FKNNEFFE_01715	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
FKNNEFFE_01716	CDS	2127	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
FKNNEFFE_01717	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
FKNNEFFE_01718	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
FKNNEFFE_01719	CDS	441	ydgK			Inner membrane protein YdgK
FKNNEFFE_01720	CDS	216	cnu			OriC-binding nucleoid-associated protein
FKNNEFFE_01721	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
FKNNEFFE_01722	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
FKNNEFFE_01723	CDS	1173	malY		COG1168	Protein MalY
FKNNEFFE_01724	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
FKNNEFFE_01725	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
FKNNEFFE_01726	CDS	768	hdhA	1.1.1.159	COG1028	7alpha-hydroxysteroid dehydrogenase
FKNNEFFE_01727	CDS	579	uidR		COG1309	HTH-type transcriptional regulator UidR
FKNNEFFE_01728	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
FKNNEFFE_01729	CDS	1374	uidB			Glucuronide carrier protein
FKNNEFFE_01730	CDS	1266	uidC			Membrane-associated protein UidC
FKNNEFFE_01731	CDS	1509	ydgA_1		COG5339	Protein YdgA
FKNNEFFE_01732	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
FKNNEFFE_01733	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
FKNNEFFE_01734	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
FKNNEFFE_01735	CDS	930	tus			DNA replication terminus site-binding protein
FKNNEFFE_01736	CDS	1302	rstB	2.7.13.3	COG2205	Sensor protein RstB
FKNNEFFE_01737	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
FKNNEFFE_01738	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
FKNNEFFE_01739	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
FKNNEFFE_01740	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
FKNNEFFE_01741	CDS	945	ydgH			Protein YdgH
FKNNEFFE_01742	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
FKNNEFFE_01743	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
FKNNEFFE_01744	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
FKNNEFFE_01745	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
FKNNEFFE_01746	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
FKNNEFFE_01747	CDS	822	ydgD	3.4.21.-	COG3591	putative serine protease YdgD
FKNNEFFE_01748	CDS	309	asr			Acid shock protein
FKNNEFFE_01749	CDS	1254	ynfM		COG2814	Inner membrane transport protein YnfM
FKNNEFFE_01750	CDS	894	hcaR_2		COG0583	Hca operon transcriptional activator HcaR
FKNNEFFE_01751	CDS	1221	mlc_2		COG1940	DNA-binding transcriptional repressor Mlc
FKNNEFFE_01752	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
FKNNEFFE_01753	CDS	1194	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
FKNNEFFE_01754	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
FKNNEFFE_01755	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
FKNNEFFE_01756	CDS	555	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
FKNNEFFE_01757	CDS	1164	xerD_2			Tyrosine recombinase XerD
FKNNEFFE_01758	CDS	252				hypothetical protein
FKNNEFFE_01759	CDS	681				hypothetical protein
FKNNEFFE_01760	CDS	786				hypothetical protein
FKNNEFFE_01761	CDS	297				hypothetical protein
FKNNEFFE_01762	CDS	2073	recE	3.1.11.-	COG0847	Exodeoxyribonuclease 8
FKNNEFFE_01763	CDS	387				hypothetical protein
FKNNEFFE_01764	CDS	222	kilR			Killing protein KilR
FKNNEFFE_01765	CDS	210				hypothetical protein
FKNNEFFE_01766	CDS	360				hypothetical protein
FKNNEFFE_01767	CDS	714				hypothetical protein
FKNNEFFE_01768	CDS	384				hypothetical protein
FKNNEFFE_01769	CDS	777				hypothetical protein
FKNNEFFE_01770	CDS	543				hypothetical protein
FKNNEFFE_01771	CDS	714	lexA_2	3.4.21.88		LexA repressor
FKNNEFFE_01772	CDS	201				hypothetical protein
FKNNEFFE_01773	CDS	297				hypothetical protein
FKNNEFFE_01774	CDS	219				hypothetical protein
FKNNEFFE_01775	CDS	1083				hypothetical protein
FKNNEFFE_01776	CDS	741	dnaC_1	3.6.4.-	COG1484	Replicative helicase loader DnaC
FKNNEFFE_01777	CDS	771				hypothetical protein
FKNNEFFE_01778	CDS	396				hypothetical protein
FKNNEFFE_01779	CDS	585				hypothetical protein
FKNNEFFE_01780	CDS	105				hypothetical protein
FKNNEFFE_01781	CDS	156				hypothetical protein
FKNNEFFE_01782	CDS	213				hypothetical protein
FKNNEFFE_01783	CDS	180				hypothetical protein
FKNNEFFE_01784	CDS	486				hypothetical protein
FKNNEFFE_01785	CDS	318				hypothetical protein
FKNNEFFE_01786	CDS	255				hypothetical protein
FKNNEFFE_01787	CDS	672				hypothetical protein
FKNNEFFE_01788	CDS	411				hypothetical protein
FKNNEFFE_01789	CDS	294	ybcO_1	3.1.-.-		Putative nuclease YbcO
FKNNEFFE_01790	CDS	363	rusA_2	3.1.21.10	COG4570	Crossover junction endodeoxyribonuclease RusA
FKNNEFFE_01791	CDS	195				hypothetical protein
FKNNEFFE_01792	CDS	477				hypothetical protein
FKNNEFFE_01793	CDS	1911				hypothetical protein
FKNNEFFE_01794	CDS	246				hypothetical protein
FKNNEFFE_01795	CDS	216				hypothetical protein
FKNNEFFE_01796	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
FKNNEFFE_01797	CDS	114				hypothetical protein
FKNNEFFE_01798	CDS	516				hypothetical protein
FKNNEFFE_01799	CDS	582	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
FKNNEFFE_01800	CDS	816				hypothetical protein
FKNNEFFE_01801	CDS	1707				hypothetical protein
FKNNEFFE_01802	CDS	2145				hypothetical protein
FKNNEFFE_01803	CDS	1008				hypothetical protein
FKNNEFFE_01804	CDS	1215				hypothetical protein
FKNNEFFE_01805	CDS	390				hypothetical protein
FKNNEFFE_01806	CDS	462				hypothetical protein
FKNNEFFE_01807	CDS	564				hypothetical protein
FKNNEFFE_01808	CDS	651				hypothetical protein
FKNNEFFE_01809	CDS	1908				hypothetical protein
FKNNEFFE_01810	CDS	546				hypothetical protein
FKNNEFFE_01811	CDS	228				hypothetical protein
FKNNEFFE_01812	CDS	1626				hypothetical protein
FKNNEFFE_01813	CDS	1269				hypothetical protein
FKNNEFFE_01814	CDS	279				hypothetical protein
FKNNEFFE_01815	CDS	618				hypothetical protein
FKNNEFFE_01816	CDS	738				hypothetical protein
FKNNEFFE_01817	CDS	141				hypothetical protein
FKNNEFFE_01818	CDS	402				hypothetical protein
FKNNEFFE_01819	CDS	657				hypothetical protein
FKNNEFFE_01820	CDS	447				hypothetical protein
FKNNEFFE_01821	CDS	252				hypothetical protein
FKNNEFFE_01822	CDS	1266				hypothetical protein
FKNNEFFE_01823	CDS	8352				hypothetical protein
FKNNEFFE_01824	CDS	276				hypothetical protein
FKNNEFFE_01825	CDS	504				hypothetical protein
FKNNEFFE_01826	CDS	516				hypothetical protein
FKNNEFFE_01827	CDS	837				hypothetical protein
FKNNEFFE_01828	CDS	285				hypothetical protein
FKNNEFFE_01829	CDS	222				hypothetical protein
FKNNEFFE_01830	CDS	636				hypothetical protein
FKNNEFFE_01831	CDS	114	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
FKNNEFFE_01832	CDS	2397	ynfF	1.8.99.-	COG0243	putative dimethyl sulfoxide reductase chain YnfF
FKNNEFFE_01833	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
FKNNEFFE_01834	CDS	306	ynfD			putative protein YnfD
FKNNEFFE_01835	CDS	747				hypothetical protein
FKNNEFFE_01836	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
FKNNEFFE_01837	CDS	342				hypothetical protein
FKNNEFFE_01838	CDS	327				hypothetical protein
FKNNEFFE_01839	CDS	1215	rspA_1		COG4948	Starvation-sensing protein RspA
FKNNEFFE_01840	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
FKNNEFFE_01841	CDS	1368	ydfJ		COG0477	Putative transporter YdfJ
FKNNEFFE_01842	CDS	1461	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
FKNNEFFE_01843	CDS	204	ydfZ			Putative selenoprotein YdfZ
FKNNEFFE_01844	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
FKNNEFFE_01845	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
FKNNEFFE_01846	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
FKNNEFFE_01847	CDS	519	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
FKNNEFFE_01848	CDS	393	ygiW_2		COG3111	Protein YgiW
FKNNEFFE_01849	CDS	891	dgcZ	2.7.7.65	COG3706	Diguanylate cyclase DgcZ
FKNNEFFE_01850	CDS	96	mgtS			Small protein MgtS
FKNNEFFE_01851	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
FKNNEFFE_01852	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
FKNNEFFE_01853	CDS	699	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
FKNNEFFE_01854	CDS	312	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
FKNNEFFE_01855	CDS	1323	chbC_2		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
FKNNEFFE_01856	CDS	312	chbA_2		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
FKNNEFFE_01857	CDS	1674	bglH_2		COG4580	Cryptic outer membrane porin BglH
FKNNEFFE_01858	CDS	1440	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
FKNNEFFE_01859	CDS	219				hypothetical protein
FKNNEFFE_01860	CDS	384	marA		COG4977	Multiple antibiotic resistance protein MarA
FKNNEFFE_01861	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
FKNNEFFE_01862	CDS	666				hypothetical protein
FKNNEFFE_01863	CDS	1191	sotB		COG2814	Sugar efflux transporter
FKNNEFFE_01864	CDS	225				hypothetical protein
FKNNEFFE_01865	CDS	486				hypothetical protein
FKNNEFFE_01866	CDS	459				hypothetical protein
FKNNEFFE_01867	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
FKNNEFFE_01868	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
FKNNEFFE_01869	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
FKNNEFFE_01870	CDS	360				hypothetical protein
FKNNEFFE_01871	CDS	1419				hypothetical protein
FKNNEFFE_01872	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
FKNNEFFE_01873	CDS	915				hypothetical protein
FKNNEFFE_01874	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
FKNNEFFE_01875	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
FKNNEFFE_01876	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
FKNNEFFE_01877	CDS	1023	lsrB_1		COG1879	Autoinducer 2-binding protein LsrB
FKNNEFFE_01878	CDS	993	lsrD_1		COG1172	Autoinducer 2 import system permease protein LsrD
FKNNEFFE_01879	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
FKNNEFFE_01880	CDS	1536	lsrA	7.6.2.13	COG1129	Autoinducer 2 import ATP-binding protein LsrA
FKNNEFFE_01881	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
